,text,place,long,lat,clean_text,GPE,FAC,ORG,LOC
400,"#chico bruh...why so much tho! #🤣 @ South San Francisco, California https://t.co/qNLvP06EEb",,-122.426,37.656,"chico bruh...why so much tho!  at  South San Francisco, California",[California],[],[],[]
401,I'm at City of San Mateo w/ @ninergiant49 http://t.co/TfsBZV6fXf,432daa3153c5fef9,-122.309246,37.544713,Im at City of San Mateo w at ninergiant49,[City of San Mateo],[],[],[]
402,Can't sleep,840f120ae56c1da7,-122.32171799999999,38.335412,Cant sleep,[],[],[],[]
403,@BlaiseZegers gets clogged up feel free to unfollow ... I won't be offended,432daa3153c5fef9,-122.319726,37.557175,at BlaiseZegers gets clogged up feel free to unfollow ... I wont be offended,[],[],[],[]
404, #aprilviola #violadesigninc #designerslife #interiordesigner #interiordesignservices… https://t.co/z1Ujp5TlFs, Cupertino; CA,-122.042,37.3175, aprilviola violadesigninc designerslife interiordesigner interiordesignservices,[],[],[],[]
405,"#bloodorange #segments and #microplane #zest prep for #compote @ Dogpatch, San Francisco https://t.co/xl21LubHi5",,-122.39107,37.7606,"bloodorange segments and microplane zest prep for compote at  Dogpatch, San Francisco",[San Francisco],[Dogpatch],[],[]
406,@OweniteSlayer lol Ikr eewwwwww,7d62cffe6f98f349,-121.77686100000001,37.330873,at OweniteSlayer lol Ikr eewwwwww,[],[],[],[]
407,"Im at Crooked Vine/Stony Ridge Winery in Livermore, CA https://t.co/HPmfOScuLT",,-121.733635,37.66568662,"Im at Crooked VineStony Ridge Winery in Livermore, CA","[Livermore, CA]",[],[Crooked VineStony Ridge Winery],[]
408,"Risotto, asparagus, fava beans & morels for family dinner.🌱 @ Sonoma, California https://t.co/qqQiNguXsw","Sonoma, CA",-122.45888889999999,38.28888889,"Risotto, asparagus, fava beans  morels for family dinner. at  Sonoma, California","[Sonoma, California]",[],[],[]
409," Just posted a photo @ Vallejo, California https://t.co/I6OVRffFs3", Vallejo; CA,-122.236,38.113," Just posted a photo at  Vallejo, California","[Vallejo, California]",[],[],[]
410,"Pixie Roll. Come join us for dinner, Open 5 pm  to 10:30 pm. #anikis #anikissushi… https://t.co/uYW6K51xhw",,-121.98626999999999,37.549609999999994,"Pixie Roll. Come join us for dinner, Open 5 pm  to 10:30 pm. anikis anikissushi",[],[],[],[]
411," I'm at San Francisco International Airport - @flysfo in San Francisco, CA https://t.co/o1ChfxXx7D", California; USA,-122.3858717,37.61551439," Im at San Francisco International Airport - at flysfo in San Francisco, CA","[San Francisco, CA]",[San Francisco International Airport],[],[]
412, Having a #cocktail w/#thehusband (@ Back Forty Texas BBQ Roadhouse &amp; Saloon) https://t.co/Roa674ervN https://t.co/EENMGyypbW, Contra Costa Centre; CA,-122.05828999999999,37.93295947, Having a cocktail wthehusband at  Back Forty Texas BBQ Roadhouse amp; Saloon,[],[],[],[]
413,Idknhiw I woke up at 7 if I went to bed at like 2-3,483f653fcdc595c0,-120.45695400000001,37.29176,Idknhiw I woke up at 7 if I went to bed at like 2-3,[],[],[],[]
414,"2/12 at 7am, 6pm and 7pm  https://t.co/hzNbz2b1aA",,-121.9315844,37.322117999999996,"212 at 7am, 6pm and 7pm ",[],[],[],[]
415, @Flea yes!, San Francisco; CA,-122.38331570000001,37.77250783, at Flea yes!,[],[],[],[]
416,"Im at @Android Lawn Statues in Mountain View, CA https://t.co/ORqgMdBZHH https://t.co/oOGUBmSsLO",,-122.08800359999998,37.41849519,"Im at at Android Lawn Statues in Mountain View, CA","[Mountain View, CA]",[],[],[]
417,Fav and I'll dm you how much I hate you bc I'm annoyed,7d62cffe6f98f349,-121.82887099999999,37.326165,Fav and Ill dm you how much I hate you bc Im annoyed,[],[],[],[]
418,actually snuggies are what changed the game,7d62cffe6f98f349,-121.90274,37.228976,actually snuggies are what changed the game,[],[],[],[]
419, A satisfied customer! It was a good dinner! This was at the Isla Restaurant located around… https://t.co/MtUULglU8L, Newark; CA,-121.9925,37.52106, A satisfied customer! It was a good dinner! This was at the Isla Restaurant located around,[],[the Isla Restaurant],[],[]
421,@lotoanna_ ol beautiful ass. 😍🔥,59bb4e6ce17a8b66,-122.275544,37.568696,at lotoanna ol beautiful ass. ,[],[],[],[]
422, Bonding with the cuz/checking out the Loma Fire. (@ Chesbro Reservoir) https://t.co/Y42qIPpJv1, California; USA,-121.7063557,37.11951102, Bonding with the cuzchecking out the Loma Fire. at  Chesbro Reservoir,[],[],[],[Chesbro Reservoir]
423, #liveauthentic #teamnorton @ Our Home https://t.co/g3Zngw6bSd, San Jose; CA,-121.92226720000001,37.23950128, liveauthentic teamnorton at  Our Home,[],[],[],[]
424,"I'm at MUNI Bus Stop - Geary & 6th in San Francisco, CA https://t.co/esQO8madJG","San Francisco, CA",-122.4644942,37.78089633,"Im at MUNI Bus Stop - Geary  6th in San Francisco, CA","[San Francisco, CA]",[],[],[]
425,@ghosturie where would YOU hide a dead body ?,7d62cffe6f98f349,-121.826921,37.328972,at ghosturie where would YOU hide a dead body ?,[],[],[],[]
426,Marcus must be hella bored tweeting people lol,ab2f2fac83aa388d,-122.294324,37.804534000000004,Marcus must be hella bored tweeting people lol,[],[],[],[]
427, Passed the exam this morning with a score of 90%! I officially know #JenkinsCI now.… https://t.co/7yDUomiK6d, Santa Clara; CA,-121.97525470000001,37.40446485, Passed the exam this morning with a score of 90! I officially know JenkinsCI now.,[],[],[],[]
429, Drinking a BarrelHouse IPA by @barrelhousebeer @ Hop DeVine — https://t.co/R5ZfeZ25dc #photo, Livermore; CA,-121.725,37.7195, Drinking a BarrelHouse IPA by at barrelhousebeer at  Hop DeVine  photo,[],[],[],[]
430, Hillary Clinton plans to teleconference in for SF fundraiser following health woes. https://t.co/WM7Amj3rgt, San Jose; CA,-121.89176640000001,37.3324843, Hillary Clinton plans to teleconference in for SF fundraiser following health woes.,[SF],[],[],[]
431, Walt #Fishbone #sanfrancisco #themasonic @ The Masonic https://t.co/ODPc9WOOat, San Francisco; CA,-122.4129868,37.79125665, Walt Fishbone sanfrancisco themasonic at  The Masonic,[sanfrancisco],[],[The Masonic],[]
432,Can I please get a @SummerBreak shirt 😥😍😭❤️,840f120ae56c1da7,-122.302897,38.315033,Can I please get a at SummerBreak shirt ,[],[],[],[]
433," I'm at @Safeway in San Francisco, CA https://t.co/MlUty3oZVj", San Francisco; CA,-122.42831470000002,37.76883198," Im at at Safeway in San Francisco, CA","[San Francisco, CA]",[],[Safeway],[]
434,"My favorite blend so far 👍🏼 @ San Francisco, California https://t.co/IzXReaD3bN",,-122.41799999999999,37.775,"My favorite blend so far  at  San Francisco, California","[San Francisco, California]",[],[],[]
435,Serpentine Springbeauty  along Carson Falls Trail #serpentinebarrens #serpentinespringbeauty #springbeauty #wildflowers #carsonfallstrail  #mounttam #mttam #mttamalpais #mounttamalpais #mounttamalpaiswatershed… https://t.co/z0UWYQQ7XY,"Sonoma, CA",-122.4642742,38.27867687,Serpentine Springbeauty  along Carson Falls Trail serpentinebarrens serpentinespringbeauty springbeauty wildflowers carsonfallstrail  mounttam mttam mttamalpais mounttamalpais mounttamalpaiswatershed,"[mounttam, mounttamalpais]",[Carson Falls Trail],[],[]
436,"Hot Seller: Banked Track Roller Derby @ Alameda Point Gym (Alameda, CA) http://t.co/jVznkBTSwz",000e96b4e9f8503f,-122.298505,37.788567,"Hot Seller: Banked Track Roller Derby at  Alameda Point Gym Alameda, CA","[Alameda, CA]",[],[],[]
437,🔥🔥🔥🔥 Part 1 Freestyle to let y’all know I do this-I’ve been rhyming n writing since I was a… https://t.co/Fv5ATu09FG,,-122.41799999999999,37.775, Part 1 Freestyle to let yall know I do this-Ive been rhyming n writing since I was a,[],[],[],[]
438, When the adulting is done and you have an opportunity to be in… https://t.co/G9f0mHgqhs, San Francisco; CA,-122.38921869999999,37.77885191, When the adulting is done and you have an opportunity to be in,[],[],[],[]
439, Things I lack: Social skills Motivation to more than the minimum @ Panther Beach https://t.co/qaeyDi5lXf, California; USA,-122.17995459999999,37.00031579, Things I lack: Social skills Motivation to more than the minimum at  Panther Beach,[],[],[],[Panther Beach]
440,Okay then😂,840f120ae56c1da7,-122.29286200000001,38.291548,Okay then,[],[],[],[]
441,!!! https://t.co/GmkNXLeI5N,6a71821001635bbd,-122.438475,37.704428,!!!,[],[],[],[]
442,"I'm at Christopher B. Smith Rafael Film Center - @cafilminstitute for The Man Who Killed Don Quixote in San Rafael, CA https://t.co/aMPiNQlZ70","San Rafael, CA",-122.528668,37.973299,"Im at Christopher B. Smith Rafael Film Center - at cafilminstitute for The Man Who Killed Don Quixote in San Rafael, CA","[San Rafael, CA]",[],[Christopher B. Smith Rafael Film Center],[]
443,#loltrivia #Delirium #sf #SFComedy #comedySf #comedylife #mylifebytda #comedybytda #comedyshow @… https://t.co/YJ5kizXmZf,,-122.4229383,37.7647114,loltrivia Delirium sf SFComedy comedySf comedylife mylifebytda comedybytda comedyshow at ,[],[],[],[]
444,"Shivani + Ronak 
.
.
.
.
artistrybychristal #reception #indianwedding #bayareaindianwedding… https://t.co/L8cFirFAGy",,-122.30102,37.5561,Shivani  Ronak ....artistrybychristal reception indianwedding bayareaindianwedding,[],[],[],[]
445,@CaltransD4 Summer #festival season is in full swing! This weekend is Menlo Park's Connoisseurs' Marketplace http://t.co/dnW14gKaIg,a769d8f00b12878d,-122.50891100000001,37.594143,at CaltransD4 Summer festival season is in full swing! This weekend is Menlo Parks Connoisseurs Marketplace,[],[],"[CaltransD4, Menlo Parks Connoisseurs Marketplace]",[]
446,All these board games and you still playin http://t.co/J09TYaCRXf,3216904d9846ecd3,-120.82901399999999,37.764756,All these board games and you still playin,[],[],[],[]
447,Still layin in bed..,71d33f776fe41dfb,-122.105304,37.999843,Still layin in bed..,[],[],[],[]
448,I'm hungry &amp; tired.... And have a long ass drive home #thestruggle,61f1d75eb5064808,-122.166973,37.695223999999996,Im hungry amp; tired.... And have a long ass drive home thestruggle,[],[],[],[]
449, Smoke pluming into the air as crews battle 4-alarm fire at Berkeley church https://t.co/Ak6PbbI0Zv, San Francisco; CA,-122.414876,37.78678264, Smoke pluming into the air as crews battle 4-alarm fire at Berkeley church,[Berkeley],[],[],[]
450,The #multifaceted #madison #planter is shown here in our #bronze #fusion #finish • #hospitality… https://t.co/F7s3riAKto,,-122.271,37.8044,The multifaceted madison planter is shown here in our bronze fusion finish  hospitality,[],[],[],[]
451,"Share our situations, temptations, education, relaxations, elevations, maybe we can talk about Revelation 3:17",51d80bae0d6cb453,-122.063496,37.684306,"Share our situations, temptations, education, relaxations, elevations, maybe we can talk about Revelation 3:17",[],[],[],[]
452,Permanente CA Wed Jan 31st PM Forecast: TONIGHT Partly Cloudy Lo 45 THURSDAY Partly Cloudy Hi 70,"California, USA",-122.0946,37.305,Permanente CA Wed Jan 31st PM Forecast: TONIGHT Partly Cloudy Lo 45 THURSDAY Partly Cloudy Hi 70,[CA],[],[],[]
453,@michellenh13 he seriously is omg,432daa3153c5fef9,-122.294173,37.564534,at michellenh13 he seriously is omg,[],[],[],[]
454,"#TeamGratitude @ Oakland, California https://t.co/654CHfQ34t",,-122.271,37.8044,"TeamGratitude at  Oakland, California","[Oakland, California]",[],[],[]
455,I was muggin tf outta him 😂😂 http://t.co/z9sqOKHymk,5ef5b7f391e30aff,-122.25651599999999,37.876308,I was muggin tf outta him ,[],[],[],[]
456,"Find a restaurant in #Saratoga, #California here! http://t.co/oy0xyYxnut",b46f044cb28493c6,-122.02194399999999,37.263889,"Find a restaurant in Saratoga, California here!","[Saratoga, California]",[],[],[]
457, Most discussed topic in San Jose right now: Drugs https://t.co/jKFrCnj2V6, San Jose; CA,-121.89176640000001,37.3324843, Most discussed topic in San Jose right now: Drugs,[San Jose],[],[],[]
458,Nagisas voice was hella deep,50df1c2f85d2654d,-121.94793899999999,38.324769,Nagisas voice was hella deep,[],[],[],[]
459," #StudioSession today, knocked out a clean 16 for #LiKanji !!! (roberttanaka) Thank U 4… https://t.co/UZ6cRKKoeN", San Jose; CA,-121.8943163,37.3490855," StudioSession today, knocked out a clean 16 for LiKanji !!! roberttanaka Thank U 4",[],[],[],[]
460,@ndotkeetch Zing! How amazing was that dual landing?!,"Mountain View, CA",-122.08583689999999,37.41999844,at ndotkeetch Zing! How amazing was that dual landing?!,[],[],[],[]
461,Frozen ass regular show lmao fuck you comcast,71d33f776fe41dfb,-122.10146999999999,37.99415,Frozen ass regular show lmao fuck you comcast,[],[],[],[]
462,Fuck I just woke up,7d62cffe6f98f349,-121.987279,37.31962,Fuck I just woke up,[],[],[],[]
463,#tombstone @ Hayward Japanese Gardens https://t.co/MhUNWwXSsE,,-122.080036,37.679227000000004,tombstone at  Hayward Japanese Gardens,[],[Hayward Japanese Gardens],[],[]
464,I want some shrimp.,1a5fd1b93128bb9e,-122.08883300000001,37.702636,I want some shrimp.,[],[],[],[]
466,Just in case when you can’t see us for a massage Help Yourself! Small Soft or Hard 7.00 & Large… https://t.co/lwbcI25bNS,,-122.30039,37.88985,Just in case when you cant see us for a massage Help Yourself! Small Soft or Hard 7.00  Large,[],[],[],[]
467,@MLBONFOX your all star commentary team is awful. And by awful I only mean Joe buck.,b19a2cc5134b7e0a,-122.09003999999999,37.396104,at MLBONFOX your all star commentary team is awful. And by awful I only mean Joe buck.,[],[],[MLBONFOX],[]
468,#CassByTDA #dailyoutfit #fashion #dailyfashion #queer #style #outfit #glasses #selfie… https://t.co/eWFE2EO1X6,,-122.275,37.8718,CassByTDA dailyoutfit fashion dailyfashion queer style outfit glasses selfie,[],[],[],[]
469, Friday 9/16/16 #grace #crossfitoakdalewhiteboard @ CrossFit Oakdale https://t.co/X1KPqQrXrL, Oakdale; CA,-120.83801940000001,37.74874751, Friday 91616 grace crossfitoakdalewhiteboard at  CrossFit Oakdale,[],[],[],[]
470,As we are enjoying this beautiful warm weather in San Francisco we are thinking ahead to spring… https://t.co/o8qauKgiGp,,-122.41799999999999,37.775,As we are enjoying this beautiful warm weather in San Francisco we are thinking ahead to spring,[San Francisco],[],[],[]
471, @AlexSavidgeKTVU That cuppa looked great!!!!!, Moraga; CA,-122.12513429999998,37.86242179, at AlexSavidgeKTVU That cuppa looked great!!!!!,[],[],[],[]
472,K lol im finally off this. Niiiiight 😴,d49a48f3c233112c,-121.72493899999999,37.937806,K lol im finally off this. Niiiiight ,[],[],[],[]
473,@thefiestyfeline did you even finish ?!,fbd6d2f5a4e4a15e,-122.02275,38.30565,at thefiestyfeline did you even finish ?!,[],[],[],[]
475,happy birthday raf 😈 ur like one of my bestfriends fr 😌💯 hope u luv my thoughtful collage 😛🎉 http://t.co/FS4bfKte2P,7d62cffe6f98f349,-121.83792,37.235683,happy birthday raf  ur like one of my bestfriends fr  hope u luv my thoughtful collage ,[],[],[],[]
476,@joelmstreet leftovers from a bygone era lol,5a110d312052166f,-122.46737399999999,37.762637,at joelmstreet leftovers from a bygone era lol,[],[],[],[]
477,"Im at @PetSmart in San Leandro, CA https://t.co/SUyDJ7eOAm",,-122.1287443,37.698907399999996,"Im at at PetSmart in San Leandro, CA","[San Leandro, CA]",[],[PetSmart],[]
478,"Happy Valentine’s Day everyone! 💗 🌹 @ Ceres, California https://t.co/ImyTbm9Pyh","Ceres, CA",-120.95700000000001,37.6013,"Happy Valentines Day everyone!   at  Ceres, California","[Ceres, California]",[],[],[]
479,"Im at Coca Cola Sign in San Francisco, CA https://t.co/priSQcCXvr https://t.co/LuYnpgwlDK",,-122.4002963,37.77741427,"Im at Coca Cola Sign in San Francisco, CA","[San Francisco, CA]",[],[Coca Cola Sign],[]
480,Just posted a photo @ San Jose Municipal Rose Garden https://t.co/Tmpsc5ZkMD,"San Jose, CA",-121.928,37.3322,Just posted a photo at  San Jose Municipal Rose Garden,[],[],[],[]
481,I need one of those 6th period conversations with Gina 👌,bcb6b4eebbf9b55c,-121.123898,37.482514,I need one of those 6th period conversations with Gina ,[],[],[],[]
482,Pizza + salad #mixedgreens #jsfordays,36237ab3643ff2be,-122.045644,37.320659,Pizza  salad mixedgreens jsfordays,[],[],[],[]
